MATCHKEY,RBAL,TRADES,AGE,AGE_groups,DELQID,CRELIM,goodbad,BRNEW,BRAGE
3247896,6754,18,56,AG_50_70,0,5000,0,14,91
3459630,2831,22,26,AG_0_30,0,1500,0,1,83
14980371,28661,38,57,AG_50_70,7,1750,1,1,148
5458406,10434,22,58,AG_50_70,0,1750,0,13,250
10014616,5965,16,43,AG_30_50,0,4500,0,4,69
14477461,32560,55,42,AG_30_50,1,1000,0,3,143
1925959,18509,21,46,AG_30_50,7,2500,1,23,129
3727750,36928,28,59,AG_50_70,0,1500,0,51,212
14788030,8148,33,46,AG_30_50,1,2000,0,3,47
10208959,5646,19,22,AG_0_30,0,3250,0,2,51
100072184,10151,31,32,AG_30_50,0,1000,0,24,51
11547544,9614,26,50,AG_30_50,0,2000,0,4,98
10025385,1118,15,32,AG_30_50,0,2000,0,32,89
14588044,1264,15,29,AG_0_30,1,1500,0,15,102
15366722,5377,20,48,AG_30_50,0,6000,0,7,147
11504155,11317,15,51,AG_50_70,0,2500,0,16,154
14423935,7473,41,49,AG_30_50,0,1500,0,1,249
13614798,6340,12,41,AG_30_50,7,1750,1,3,31
13199335,1391,13,32,AG_30_50,0,1000,0,11,36
15362129,2637,17,80,AG_70_UP,0,2000,0,8,57
10714458,2049,21,41,AG_30_50,1,3750,0,9,66
11635288,7112,14,35,AG_30_50,0,3250,0,10,65
15957370,31291,33,38,AG_30_50,5,1750,1,3,109
3806770,11708,22,26,AG_0_30,0,2500,0,11,100
1431876,3809,23,56,AG_50_70,0,5750,0,28,115
2510507,6839,17,45,AG_30_50,1,2500,0,49,110
12876502,1404,29,44,AG_30_50,0,585,0,2,129
2708199,11100,30,46,AG_30_50,0,4000,0,1,128
4752083,124,31,63,AG_50_70,0,1750,0,6,139
14885550,5772,26,54,AG_50_70,1,2750,0,13,173
3906107,7538,15,44,AG_30_50,1,3250,0,41,153
11341091,1916,34,49,AG_30_50,0,1000,0,4,206
4606598,4702,21,51,AG_50_70,0,950,0,12,79
4468828,6840,34,46,AG_30_50,1,3500,0,2,115
5372175,2340,18,33,AG_30_50,1,2750,0,11,138
4504714,17767,22,37,AG_30_50,0,10000,0,12,160
3722535,12570,18,29,AG_0_30,2,300,0,13,78
12946557,10218,33,57,AG_50_70,0,4000,0,8,111
14532919,8028,17,25,AG_0_30,1,1500,0,7,51
16863854,28344,50,68,AG_50_70,0,1500,0,49,355
4658661,18203,28,66,AG_50_70,1,3000,0,23,200
14525676,6978,31,45,AG_30_50,0,4250,0,4,75
14552548,24043,34,47,AG_30_50,2,500,0,1,127
3267611,18108,30,58,AG_50_70,0,6000,0,81,145
3380958,10793,29,67,AG_50_70,0,10000,0,7,337
