,MATCHKEY,RBAL,TRADES,AGE,AGE_groups,DELQID,CRELIM,goodbad,BRNEW,BRAGE
898,13727808,37637,30,51,AG_50_70,1,1500,0,2,141
899,4515625,34815,37,66,AG_50_70,5,3400,1,2,174
900,11508737,9386,18,33,AG_30_50,0,1000,0,13,44
901,2456557,186,23,29,AG_0_30,0,4750,0,3,91
902,13235020,12216,34,27,AG_0_30,0,1750,0,11,95
903,100278073,2076,27,29,AG_0_30,2,500,0,1,124
904,13900425,1734,25,22,AG_0_30,1,2000,0,19,114
905,14459939,54,17,44,AG_30_50,0,2000,0,16,138
906,3740545,9917,29,41,AG_30_50,0,1500,0,52,232
907,14642200,3169,9,40,AG_30_50,0,2500,0,11,27
908,100254681,3849,12,63,AG_50_70,0,1750,0,1,73
909,5340806,16608,15,23,AG_0_30,0,3250,0,3,55
910,13724300,1238,9,46,AG_30_50,0,900,0,6,99
911,1742021,6690,14,45,AG_30_50,2,2800,0,12,98
912,5381913,1046,11,68,AG_50_70,6,1750,1,26,88
913,14868088,9,14,54,AG_50_70,0,500,0,12,123
914,13683353,4448,20,50,AG_30_50,0,1000,0,1,130
915,4563573,24648,11,58,AG_50_70,0,4000,0,16,170
916,15001193,4870,20,47,AG_30_50,0,3750,0,11,215
917,14476662,2246,13,36,AG_30_50,0,2000,0,1,19
918,11294282,19567,19,63,AG_50_70,0,950,0,7,50
919,5245591,16797,25,22,AG_0_30,0,5000,0,5,62
920,16765864,6565,8,55,AG_50_70,1,1250,0,2,14
921,16097178,8454,17,46,AG_30_50,5,1250,1,5,63
922,5165232,5055,35,31,AG_30_50,2,2750,0,32,100
923,16575242,3399,26,58,AG_50_70,1,1750,0,3,208
924,10147491,3369,29,41,AG_30_50,1,2500,0,17,76
925,11534075,20634,21,45,AG_30_50,1,2250,0,11,152
926,11543281,2702,15,49,AG_30_50,0,2000,0,9,33
927,3064326,11687,31,74,AG_70_UP,0,6000,0,23,165
928,14756363,13269,25,41,AG_30_50,0,1500,0,6,100
929,10235057,3293,25,56,AG_50_70,0,3250,0,6,140
930,15343983,9476,20,42,AG_30_50,3,400,1,8,41
931,14927993,3233,14,35,AG_30_50,1,1500,0,13,50
932,5244071,9479,11,27,AG_0_30,3,2750,1,15,62
933,2444608,14426,24,48,AG_30_50,0,4900,0,1,91
934,13239771,12781,23,25,AG_0_30,0,1000,0,15,79
935,4597871,9535,14,73,AG_70_UP,0,2750,0,57,77
936,4706091,12431,28,27,AG_0_30,3,2250,1,20,101
937,14980408,40694,35,42,AG_30_50,1,2000,0,12,201
938,5417840,2840,21,40,AG_30_50,0,1750,0,3,96
939,3510502,10844,19,36,AG_30_50,0,6000,0,17,92
940,14095868,4449,27,25,AG_0_30,0,500,0,10,103
941,11528632,4529,22,41,AG_30_50,0,2500,0,8,144
942,10407529,2515,18,79,AG_70_UP,0,500,0,28,158
943,12967822,11816,17,52,AG_50_70,1,1500,0,12,236
944,14475764,1783,8,22,AG_0_30,0,3250,0,16,16
945,14332039,2084,10,50,AG_30_50,1,2500,0,2,27
946,5468018,3020,14,49,AG_30_50,0,134,0,4,34
947,14467067,13486,18,22,AG_0_30,0,1750,0,3,34
948,11412272,3872,20,22,AG_0_30,0,3750,0,6,34
949,10396848,1808,14,54,AG_50_70,0,2000,0,21,42
950,3734503,29721,23,48,AG_30_50,1,10000,0,30,90
951,15001981,13979,28,38,AG_30_50,1,1000,0,6,117
952,13553707,7875,27,63,AG_50_70,0,1750,0,20,171
953,14280294,1524,19,70,AG_50_70,2,500,0,6,212
954,14979597,19012,28,77,AG_70_UP,7,300,1,12,239
955,3247896,6754,18,56,AG_50_70,0,5000,0,14,91
956,3459630,2831,22,26,AG_0_30,0,1500,0,1,83
957,14980371,28661,38,57,AG_50_70,7,1750,1,1,148
958,5458406,10434,22,58,AG_50_70,0,1750,0,13,250
959,10014616,5965,16,43,AG_30_50,0,4500,0,4,69
960,14477461,32560,55,42,AG_30_50,1,1000,0,3,143
961,1925959,18509,21,46,AG_30_50,7,2500,1,23,129
962,3727750,36928,28,59,AG_50_70,0,1500,0,51,212
963,14788030,8148,33,46,AG_30_50,1,2000,0,3,47
964,10208959,5646,19,22,AG_0_30,0,3250,0,2,51
965,100072184,10151,31,32,AG_30_50,0,1000,0,24,51
966,11547544,9614,26,50,AG_30_50,0,2000,0,4,98
967,10025385,1118,15,32,AG_30_50,0,2000,0,32,89
968,14588044,1264,15,29,AG_0_30,1,1500,0,15,102
969,15366722,5377,20,48,AG_30_50,0,6000,0,7,147
970,11504155,11317,15,51,AG_50_70,0,2500,0,16,154
971,14423935,7473,41,49,AG_30_50,0,1500,0,1,249
972,13614798,6340,12,41,AG_30_50,7,1750,1,3,31
973,13199335,1391,13,32,AG_30_50,0,1000,0,11,36
974,15362129,2637,17,80,AG_70_UP,0,2000,0,8,57
975,10714458,2049,21,41,AG_30_50,1,3750,0,9,66
976,11635288,7112,14,35,AG_30_50,0,3250,0,10,65
977,15957370,31291,33,38,AG_30_50,5,1750,1,3,109
978,3806770,11708,22,26,AG_0_30,0,2500,0,11,100
979,1431876,3809,23,56,AG_50_70,0,5750,0,28,115
980,2510507,6839,17,45,AG_30_50,1,2500,0,49,110
981,12876502,1404,29,44,AG_30_50,0,585,0,2,129
982,2708199,11100,30,46,AG_30_50,0,4000,0,1,128
983,4752083,124,31,63,AG_50_70,0,1750,0,6,139
984,14885550,5772,26,54,AG_50_70,1,2750,0,13,173
985,3906107,7538,15,44,AG_30_50,1,3250,0,41,153
986,11341091,1916,34,49,AG_30_50,0,1000,0,4,206
987,4606598,4702,21,51,AG_50_70,0,950,0,12,79
988,4468828,6840,34,46,AG_30_50,1,3500,0,2,115
989,5372175,2340,18,33,AG_30_50,1,2750,0,11,138
990,4504714,17767,22,37,AG_30_50,0,10000,0,12,160
991,3722535,12570,18,29,AG_0_30,2,300,0,13,78
992,12946557,10218,33,57,AG_50_70,0,4000,0,8,111
993,14532919,8028,17,25,AG_0_30,1,1500,0,7,51
994,16863854,28344,50,68,AG_50_70,0,1500,0,49,355
995,4658661,18203,28,66,AG_50_70,1,3000,0,23,200
996,14525676,6978,31,45,AG_30_50,0,4250,0,4,75
997,14552548,24043,34,47,AG_30_50,2,500,0,1,127
998,3267611,18108,30,58,AG_50_70,0,6000,0,81,145
999,3380958,10793,29,67,AG_50_70,0,10000,0,7,337
